Website URL,Website Type,SEO Score (%),Portfolio Score (%),UI Score (100),UX Score (100),Extracted Colors,Mobile Friendliness Score (10),Page Load Speed Score (10),Broken Links Score (10),Overall Score (100%)
https://www.zomato.com/,Uncategorized Website,0,0,100,2.0,"#ffffff, #ddeebb, #ededed, #8F8F8F, #d9d9d9, #696969, #323232, #777777, #DDDDDD, #EEEEEE",9,10,5,252.0
